lat,lon,Name Image,Damage,Dirt or Dent,Light Poles,Paint,Scratch,Stickers or Graffiti,VRI,Grade,Number of VRIs,Distance Between VRI
40.04,-73.96,frame_000527,,,,,,,,,0,
40.007,-73.993,frame_000528,,,,,,,,,0,
40.075,-73.925,frame_000529,,,,,,,,,0,
40.015,-73.985,frame_000530,,,,,,,,,0,
40.075,-73.925,frame_000531,,,,,,,,,0,
40.007,-73.993,frame_000532,,,,,,,,,0,
40.066,-73.934,frame_000533,,,,,,,,,0,
40.089,-73.911,frame_000534,,,,,,,,,0,
40.015,-73.985,frame_000535,,,,,,,,,0,
40.071,-73.929,frame_000536,,,,,,,,,0,
40.09,-73.91,frame_000537,,,,,,,,,0,
40.069,-73.931,frame_000538,,,,,,,,,0,
40.049,-73.951,frame_000539,,,,,,,,,0,
40.069,-73.931,frame_000540,,,,,,,,,0,
40.085,-73.915,frame_000541,,,,,,,,,0,
40.053,-73.947,frame_000542,,,,,,,,,0,
40.002,-73.998,frame_000543,,,,,,,,,0,
40.033,-73.967,frame_000544,,,,,,,,,0,
40.034,-73.966,frame_000545,Yes,,,,,,Yes,,1,
40.043,-73.957,frame_000546,,,,,,,,,0,
40.054,-73.946,frame_000547,,,,,,,,,0,
40.06,-73.94,frame_000548,,,,,,,,,0,
40.045,-73.955,frame_000549,,,,,,,,,0,
40.006,-73.994,frame_000550,,,,,,,,,0,
40.053,-73.947,frame_000551,,,,,,,,,0,
40.057,-73.943,frame_000552,,,,,,,,,0,
40.095,-73.905,frame_000553,,,,,,,,,0,
40.036,-73.964,frame_000554,,,,,,,,,0,
40.048,-73.952,frame_000555,,,,,,,,,0,
40.069,-73.931,frame_000556,,,,,,,,,0,
40.039,-73.961,frame_000557,,,,,,,,,0,
40.063,-73.937,frame_000558,,,,,,,,,0,
40.024,-73.976,frame_000559,,,,,,,,,0,
40.022,-73.978,frame_000560,,,,,,,,,0,
40.046,-73.954,frame_000561,,,,,,,,,0,
40.009,-73.991,frame_000562,,,,,,,,,0,
40.099,-73.901,frame_000563,,,,,,,,,0,
40.043,-73.957,frame_000564,,,,,,,,,0,
40.005,-73.995,frame_000565,,,,,,,,,0,
40.011,-73.989,frame_000566,,,,,,,,,0,
40.067,-73.933,frame_000567,,,,,,,,,0,
40.095,-73.905,frame_000568,,,,,,,,,0,
40.065,-73.935,frame_000569,Yes,,,,Yes,,,,0,
40.066,-73.934,frame_000570,,,,,,,,,0,
40.035,-73.965,frame_000571,,,,,,,,,0,
40.093,-73.907,frame_000572,,,,,,,,,0,
40.008,-73.992,frame_000573,,,,,,,,,0,
40.046,-73.954,frame_000574,Yes,,,,Yes,,,,0,
40.096,-73.904,frame_000575,,,,,,,,,0,
40.027,-73.973,frame_000576,,,,,,,,,0,
40.074,-73.926,frame_000577,,,,,,,,,0,
40.006,-73.994,frame_000578,,,,,,,,,0,
40.044,-73.956,frame_000579,,,,,,,,,0,
40.01,-73.99,frame_000580,,,,,,,,,0,
40.041,-73.959,frame_000581,,,,,,,,,0,
40.021,-73.979,frame_000582,,,,,,,,,0,
40.005,-73.995,frame_000583,,,,,,,,,0,
40.008,-73.992,frame_000584,,,,,,,,,0,
40.073,-73.927,frame_000585,Yes,,,,,,Yes,,1,
40.095,-73.905,frame_000586,,,,,,,,,0,
40.009,-73.991,frame_000587,,,,,,,,,0,
40.056,-73.944,frame_000588,,,,,,,,,0,
40.065,-73.935,frame_000589,,,,,,,,,0,
40.096,-73.904,frame_000590,,,,,,,,,0,
40.074,-73.926,frame_000591,,,,,,,,,0,
40.045,-73.955,frame_000592,,,,,,,,,0,
40.006,-73.994,frame_000593,,,,,,,,,0,
40.016,-73.984,frame_000594,,,,,,,,,0,
40.034,-73.966,frame_000595,,,,,,,,,0,
40.025,-73.975,frame_000596,,,,,,,,,0,
40.066,-73.934,frame_000597,,,,,,,,,0,
40.078,-73.922,frame_000598,Yes,,,,,Yes,,,0,
40.093,-73.907,frame_000599,Yes,,,,,Yes,,,0,
40.098,-73.902,frame_000600,,,,,,,,,0,
40.072,-73.928,frame_000601,,,,,,,,,0,
40.095,-73.905,frame_000602,,,,,,,,,0,
40.025,-73.975,frame_000603,,,,,,,,,0,
40.026,-73.974,frame_000604,,,,,,,,,0,
40.021,-73.979,frame_000605,,,,,,,,,0,
40.037,-73.963,frame_000606,,,,,,,,,0,
40.037,-73.963,frame_000607,,,,,,,,,0,
40.05,-73.95,frame_000608,,,,,,,,,0,
40.053,-73.947,frame_000609,,,,,,,,,0,
40.017,-73.983,frame_000610,,,,,,,,,0,
40.0,-74.0,frame_000611,,,,,,,,,0,
40.01,-73.99,frame_000612,,,,,,,,,0,
40.043,-73.957,frame_000613,,,,,,,,,0,
40.0,-74.0,frame_000614,,,,,,,,,0,
40.062,-73.938,frame_000615,,,,,,,,,0,
40.046,-73.954,frame_000616,,,,,,,,,0,
40.064,-73.936,frame_000617,,,,,,,,,0,
40.073,-73.927,frame_000618,,,,,,,,,0,
40.018,-73.982,frame_000619,,,,,,,,,0,
40.062,-73.938,frame_000620,,,,,,,,,0,
40.009,-73.991,frame_000621,,,,,,,,,0,
40.072,-73.928,frame_000622,,,,,,,,,0,
40.075,-73.925,frame_000623,,,,,,,,,0,
40.005,-73.995,frame_000624,,,,,,,,,0,
40.005,-73.995,frame_000625,,,,,,,,,0,
40.094,-73.906,frame_000626,,,,,,,,,0,
40.057,-73.943,frame_000627,,,,,,,,,0,
40.09,-73.91,frame_000628,,,,,,,,,0,
40.096,-73.904,frame_000629,,,,,,,,,0,
40.069,-73.931,frame_000630,,,,,,,,,0,
40.093,-73.907,frame_000631,,,,,,,,,0,
40.062,-73.938,frame_000632,,,,,,,,,0,
40.049,-73.951,frame_000633,,,,,,,,,0,
40.06,-73.94,frame_000634,,,,,,,,,0,
40.082,-73.918,frame_000635,,,,,,,,,0,
40.078,-73.922,frame_000636,,,,,,,,,0,
40.046,-73.954,frame_000637,,,,,,,,,0,
40.029,-73.971,frame_000638,,,,,,,,,0,
40.065,-73.935,frame_000639,,,,,,,,,0,
40.092,-73.908,frame_000640,,,,,,,,,0,
40.03,-73.97,frame_000641,,,,,,,,,0,
40.066,-73.934,frame_000642,,,,,,,,,0,
40.058,-73.942,frame_000643,,,,,,,,,0,
40.005,-73.995,frame_000644,,,,,,,,,0,
40.086,-73.914,frame_000645,,,,,,,,,0,
40.079,-73.921,frame_000646,,,,,,,,,0,
40.058,-73.942,frame_000647,,,,,,,,,0,
40.018,-73.982,frame_000648,,,,,,,,,0,
40.027,-73.973,frame_000649,,,,,,,,,0,
40.023,-73.977,frame_000650,,,,,,,,,0,
40.07,-73.93,frame_000651,,,,,,,,,0,
40.038,-73.962,frame_000652,,,,,,,,,0,
40.013,-73.987,frame_000653,,,,,,,,,0,
40.001,-73.999,frame_000654,,,,,,,,,0,
40.017,-73.983,frame_000655,,,,,,,,,0,
40.01,-73.99,frame_000656,,,,,,,,,0,
40.083,-73.917,frame_000657,,,,,,,,,0,
40.093,-73.907,frame_000658,,,,,,,,,0,
40.005,-73.995,frame_000659,,,,,,,,,0,
40.003,-73.997,frame_000660,,,,,,,,,0,
40.048,-73.952,frame_000661,,,,,,,,,0,
40.02,-73.98,frame_000662,,,,,,,,,0,
40.0,-74.0,frame_000663,,,,,,,,,0,
40.022,-73.978,frame_000664,,,,,,,,,0,
40.06,-73.94,frame_000665,,,,,,,,,0,
40.051,-73.949,frame_000666,,,,,,,,,0,
40.02,-73.98,frame_000667,,,,,,,,,0,
40.046,-73.954,frame_000668,,,,,,,,,0,
40.063,-73.937,frame_000669,,,,,,,,,0,
40.054,-73.946,frame_000670,,,,,,,,,0,
40.087,-73.913,frame_000671,Yes,,,,,Yes,,,0,
40.096,-73.904,frame_000672,Yes,,,,,Yes,,,0,
40.039,-73.961,frame_000673,Yes,Yes,,,,,,,0,
40.053,-73.947,frame_000674,,,,,,,,,0,
40.028,-73.972,frame_000675,,,,,,,,,0,
40.027,-73.973,frame_000676,,,,,,,,,0,
40.092,-73.908,frame_000677,,,,,,,,,0,
40.01,-73.99,frame_000678,,,,,,,,,0,
40.037,-73.963,frame_000679,,,,,,,,,0,
40.053,-73.947,frame_000680,,,,,,,,,0,
40.024,-73.976,frame_000681,,,,,,,,,0,
40.059,-73.941,frame_000682,,,,,,,,,0,
40.077,-73.923,frame_000683,,,,,,,,,0,
40.011,-73.989,frame_000684,,,,,,,,,0,
40.016,-73.984,frame_000685,,,,,,,,,0,
40.01,-73.99,frame_000686,,,,,,,,,0,
40.084,-73.916,frame_000687,,,,,,,,,0,
40.091,-73.909,frame_000688,,,,,,,,,0,
40.089,-73.911,frame_000689,,,,,,,,,0,
40.045,-73.955,frame_000690,,,,,,,,,0,
40.049,-73.951,frame_000691,,,,,,,,,0,
40.08,-73.92,frame_000692,,,,,,,,,0,
40.034,-73.966,frame_000693,,,,,,,,,0,
40.003,-73.997,frame_000694,,,,,,,,,0,
40.035,-73.965,frame_000695,,,,,,,,,0,
40.016,-73.984,frame_000696,,,,,,,,,0,
40.046,-73.954,frame_000697,,,,,,,,,0,
40.056,-73.944,frame_000698,,,,,,,,,0,
40.077,-73.923,frame_000699,,,,,,,,,0,
40.0,-74.0,frame_000700,,,,,,,,,0,
40.081,-73.919,frame_000701,Yes,,,,,Yes,,,0,
40.078,-73.922,frame_000702,Yes,,,,,Yes,,,0,
40.037,-73.963,frame_000703,,,,,,,,,0,
40.098,-73.902,frame_000704,Yes,,,Yes,,Yes,,D,0,
40.07,-73.93,frame_000705,Yes,,,,,Yes,,,0,
40.05,-73.95,frame_000706,Yes,,,,,Yes,,,0,
40.069,-73.931,frame_000707,,,,,,,,,0,
40.033,-73.967,frame_000708,,,,,,,,,0,
40.079,-73.921,frame_000709,,,,,,,,,0,
40.078,-73.922,frame_000710,,,,,,,,,0,
40.047,-73.953,frame_000711,,,,,,,,,0,
40.039,-73.961,frame_000712,,,,,,,,,0,
40.055,-73.945,frame_000713,,,,,,,,,0,
40.086,-73.914,frame_000714,,,,,,,,,0,
40.01,-73.99,frame_000715,,,,,,,,,0,
40.005,-73.995,frame_000716,,,,,,,,,0,
40.033,-73.967,frame_000717,,,,,,,,,0,
40.018,-73.982,frame_000718,,,,,,,,,0,
40.037,-73.963,frame_000719,,,,,,,,,0,
40.032,-73.968,frame_000720,,,,,,,,,0,
40.023,-73.977,frame_000721,,,,,,,,,0,
40.081,-73.919,frame_000722,,,,,,,,,0,
40.027,-73.973,frame_000723,,,,,,,,,0,
40.06,-73.94,frame_000724,,,,,,,,,0,
40.016,-73.984,frame_000725,,,,,,,,,0,
40.033,-73.967,frame_000726,,,,,,,,,0,
40.077,-73.923,frame_000727,,,,,,,,,0,
40.088,-73.912,frame_000728,,,,,,,,,0,
40.098,-73.902,frame_000729,,,,,,,,,0,
40.045,-73.955,frame_000730,,,,,,,,,0,
40.026,-73.974,frame_000731,Yes,,,,,Yes,,,0,
40.055,-73.945,frame_000732,,,,,,,,,0,
40.004,-73.996,frame_000733,,,,,,,,,0,
40.041,-73.959,frame_000734,,,,,,,,,0,
40.073,-73.927,frame_000735,,,,,,,,,0,
40.036,-73.964,frame_000736,,,,,,,,,0,
40.086,-73.914,frame_000737,,,,,,,,,0,
40.074,-73.926,frame_000738,,,,,,,,,0,
40.005,-73.995,frame_000739,,,,,,,,,0,
40.023,-73.977,frame_000740,,,,,,,,,0,
40.056,-73.944,frame_000741,,,,,,,,,0,
40.042,-73.958,frame_000742,,,,,,,,,0,
40.083,-73.917,frame_000743,,,,,,,,,0,
40.021,-73.979,frame_000744,,,,,,,,,0,
40.017,-73.983,frame_000745,,,,,,,,,0,
40.083,-73.917,frame_000746,,,,,,,,,0,
40.023,-73.977,frame_000747,Yes,,,,,Yes,,,0,
40.089,-73.911,frame_000748,,,,,,,,,0,
40.051,-73.949,frame_000749,,,,,,,,,0,
40.009,-73.991,frame_000750,,,,,,,,,0,
40.003,-73.997,frame_000751,,,,,,,,,0,
40.027,-73.973,frame_000752,,,,,,,,,0,
40.06,-73.94,frame_000753,,,,,,,,,0,
40.064,-73.936,frame_000754,,,,,,,,,0,
40.067,-73.933,frame_000755,,,,,,,,,0,
40.077,-73.923,frame_000756,,,,,,,,,0,
40.052,-73.948,frame_000757,,,,,,,,,0,
40.072,-73.928,frame_000758,,,,,,,,,0,
40.021,-73.979,frame_000759,,,,,,,,,0,
40.024,-73.976,frame_000760,,,,,,,,,0,
40.044,-73.956,frame_000761,,,,,,,,,0,
40.095,-73.905,frame_000762,,,,,,,,,0,
40.019,-73.981,frame_000763,,,,,,,,,0,
40.077,-73.923,frame_000764,,,,,,,,,0,
40.035,-73.965,frame_000765,,,,,,,,,0,
40.052,-73.948,frame_000766,,,,,,,,,0,
40.069,-73.931,frame_000767,,,,,,,,,0,
40.019,-73.981,frame_000768,,,,,,,,,0,
40.078,-73.922,frame_000769,,,,,,,,,0,
40.089,-73.911,frame_000770,,,,,,,,,0,
40.079,-73.921,frame_000771,,,,,,,,,0,
40.099,-73.901,frame_000772,,,,,,,,,0,
40.056,-73.944,frame_000773,,,,,,,,,0,
40.094,-73.906,frame_000774,,,,,,,,,0,
40.01,-73.99,frame_000775,,,,,,,,,0,
40.085,-73.915,frame_000776,,,,,,,,,0,
40.078,-73.922,frame_000777,,,,,,,,,0,
40.034,-73.966,frame_000778,,,,,,,,,0,
40.046,-73.954,frame_000779,,,,,,,,,0,
40.04,-73.96,frame_000780,,,,,,,,,0,
40.009,-73.991,frame_000781,Yes,,,,,Yes,,,0,
40.086,-73.914,frame_000782,,,,,,,,,0,
40.047,-73.953,frame_000783,,,,,,,,,0,
40.042,-73.958,frame_000784,,,,,,,,,0,
40.048,-73.952,frame_000785,,,,,,,,,0,
40.037,-73.963,frame_000786,,,,,,,,,0,
40.062,-73.938,frame_000787,,,,,,,,,0,
40.08,-73.92,frame_000788,,,,,,,,,0,
40.04,-73.96,frame_000789,,,,,,,,,0,
40.019,-73.981,frame_000790,,,,,,,,,0,
40.013,-73.987,frame_000791,,,,,,,,,0,
40.008,-73.992,frame_000792,,,,,,,,,0,
40.022,-73.978,frame_000793,,,,,,,,,0,
40.047,-73.953,frame_000794,,,,,,,,,0,
40.086,-73.914,frame_000795,,,,,,,,,0,
40.0,-74.0,frame_000796,,,,,,,,,0,
40.094,-73.906,frame_000797,,,,,,,,,0,
40.082,-73.918,frame_000798,,,,,,,,,0,
40.029,-73.971,frame_000799,,,,,,,,,0,
40.009,-73.991,frame_000800,,,,,,,,,0,
40.017,-73.983,frame_000801,,,,,,,,,0,
40.093,-73.907,frame_000802,,,,,,,,,0,
40.02,-73.98,frame_000803,,,,,,,,,0,
40.093,-73.907,frame_000804,,,,,,,,,0,
40.092,-73.908,frame_000805,,,,,,,,,0,
40.074,-73.926,frame_000806,,,,,,,,,0,
40.096,-73.904,frame_000807,,,,,,,,,0,
40.08,-73.92,frame_000808,,,,,,,,,0,
40.081,-73.919,frame_000809,,,,,,,,,0,
40.067,-73.933,frame_000810,,,,,,,,,0,
40.042,-73.958,frame_000811,,,,,,,,,0,
40.058,-73.942,frame_000812,,,,,,,,,0,
40.068,-73.932,frame_000813,,,,,,,,,0,
40.007,-73.993,frame_000814,,,,,,,,,0,
40.045,-73.955,frame_000815,,,,,,,,,0,
40.002,-73.998,frame_000816,,,,,,,,,0,
40.089,-73.911,frame_000817,,,,,,,,,0,
40.072,-73.928,frame_000818,,,,,,,,,0,
40.045,-73.955,frame_000819,,,,,,,,,0,
40.063,-73.937,frame_000820,,,,,,,,,0,
40.014,-73.986,frame_000821,,,,,,,,,0,
40.051,-73.949,frame_000822,,,,,,,,,0,
40.062,-73.938,frame_000823,,,,,,,,,0,
40.022,-73.978,frame_000824,,,,,,,,,0,
40.02,-73.98,frame_000825,,,,,,,,,0,
40.006,-73.994,frame_000826,Yes,,,,,Yes,,,0,
40.003,-73.997,frame_000827,Yes,,,,,Yes,,,0,
40.01,-73.99,frame_000828,,,,,,,,,0,
40.088,-73.912,frame_000829,,,,,,,,,0,
40.04,-73.96,frame_000830,,,,,,,,,0,
40.093,-73.907,frame_000831,,,,,,,,,0,
40.003,-73.997,frame_000832,,,,,,,,,0,
40.012,-73.988,frame_000833,,,,,,,,,0,
40.062,-73.938,frame_000834,,,,,,,,,0,
40.077,-73.923,frame_000835,,,,,,,,,0,
40.042,-73.958,frame_000836,,,,,,,,,0,
40.008,-73.992,frame_000837,,,,,,,,,0,
40.064,-73.936,frame_000838,,,,,,,,,0,
40.024,-73.976,frame_000839,,,,,,,,,0,
40.034,-73.966,frame_000840,,,,,,,,,0,
40.069,-73.931,frame_000841,,,,,,,,,0,
40.082,-73.918,frame_000842,,,,,,,,,0,
40.046,-73.954,frame_000843,,,,,,,,,0,
40.005,-73.995,frame_000844,,,,,,,,,0,
40.062,-73.938,frame_000845,,,,,,,,,0,
40.061,-73.939,frame_000846,,,,,,,,,0,
40.01,-73.99,frame_000847,,,,,,,,,0,
40.08,-73.92,frame_000848,,,,,,,,,0,
40.038,-73.962,frame_000849,,,,,,,,,0,
40.056,-73.944,frame_000850,,,,,,,,,0,
40.013,-73.987,frame_000851,,,,,,,,,0,
40.051,-73.949,frame_000852,,,,,,,,,0,
40.097,-73.903,frame_000853,,,,,,,,,0,
40.008,-73.992,frame_000854,,,,,,,,,0,
40.0,-74.0,frame_000855,,,,,,,,,0,
40.038,-73.962,frame_000856,,,,,,,,,0,
40.09,-73.91,frame_000857,,,,,,,,,0,
40.046,-73.954,frame_000858,,,,,,,,,0,
40.081,-73.919,frame_000859,,,,,,,,,0,
40.0,-74.0,frame_000860,,,,,,,,,0,
40.059,-73.941,frame_000861,,,,,,,,,0,
40.055,-73.945,frame_000862,,,,,,,,,0,
40.095,-73.905,frame_000863,,,,,,,,,0,
40.098,-73.902,frame_000864,,,,,,,,,0,
40.013,-73.987,frame_000865,,,,,,,,,0,
40.015,-73.985,frame_000866,,,,,,,,,0,
40.092,-73.908,frame_000867,,,,,,,,,0,
40.014,-73.986,frame_000868,,,,,,,,,0,
40.006,-73.994,frame_000869,,,,,,,,,0,
40.074,-73.926,frame_000870,,,,,,,,,0,
40.057,-73.943,frame_000871,,,,,,,,,0,
40.033,-73.967,frame_000872,,,,,,,,,0,
40.034,-73.966,frame_000873,,,,,,,,,0,
40.07,-73.93,frame_000874,,,,,,,,,0,
40.046,-73.954,frame_000875,,,,,,,,,0,
40.094,-73.906,frame_000876,,,,,,,,,0,
40.078,-73.922,frame_000877,,,,,,,,,0,
40.04,-73.96,frame_000878,,,,,,,,,0,
40.01,-73.99,frame_000879,,,,,,,,,0,
40.083,-73.917,frame_000880,,,,,,,,,0,
40.07,-73.93,frame_000881,,,,,,,,,0,
40.052,-73.948,frame_000882,,,,,,,,,0,
40.005,-73.995,frame_000883,,,,,,,,,0,
40.073,-73.927,frame_000884,,,,,,,,,0,
40.068,-73.932,frame_000885,,,,,,,,,0,
40.035,-73.965,frame_000886,,,,,,,,,0,
40.019,-73.981,frame_000887,,,,,,,,,0,
40.078,-73.922,frame_000888,,,,,,,,,0,
40.067,-73.933,frame_000889,Yes,,,Yes,,,,B,0,
40.037,-73.963,frame_000890,,,,,,,,,0,
40.094,-73.906,frame_000891,,,,,,,,,0,
40.038,-73.962,frame_000892,,,,,,,,,0,
40.099,-73.901,frame_000893,,,,,,,,,0,
40.061,-73.939,frame_000894,,,,,,,,,0,
40.085,-73.915,frame_000895,,,,,,,,,0,
40.001,-73.999,frame_000896,,,,,,,,,0,
40.096,-73.904,frame_000897,,,,,,,,,0,
40.065,-73.935,frame_000898,,,,,,,,,0,
40.062,-73.938,frame_000899,,,,,,,,,0,
40.09,-73.91,frame_000900,,,,,,,,,0,
40.013,-73.987,frame_000901,,,,,,,,,0,
40.076,-73.924,frame_000902,,,,,,,,,0,
40.092,-73.908,frame_000903,,,,,,,,,0,
40.096,-73.904,frame_000904,,,,,,,,,0,
40.093,-73.907,frame_000905,,,,,,,,,0,
40.01,-73.99,frame_000906,,,,,,,,,0,
40.011,-73.989,frame_000907,,,,,,,,,0,
40.095,-73.905,frame_000908,,,,,,,,,0,
40.079,-73.921,frame_000909,,,,,,,,,0,
40.084,-73.916,frame_000910,,,,,,,,,0,
40.08,-73.92,frame_000911,,,,,,,,,0,
40.001,-73.999,frame_000912,,,,,,,,,0,
40.043,-73.957,frame_000913,,,,,,,,,0,
40.076,-73.924,frame_000914,,,,,,,,,0,
40.067,-73.933,frame_000915,,,,,,,,,0,
40.02,-73.98,frame_000916,,,,,,,,,0,
40.013,-73.987,frame_000917,,,,,,,,,0,
40.007,-73.993,frame_000918,,,,,,,,,0,
40.071,-73.929,frame_000919,,,,,,,,,0,
40.001,-73.999,frame_000920,,,,,,,,,0,
40.028,-73.972,frame_000921,,,,,,,,,0,
40.064,-73.936,frame_000922,,,,,,,,,0,
40.03,-73.97,frame_000923,,,,,,,,,0,
40.004,-73.996,frame_000924,,,,,,,,,0,
40.065,-73.935,frame_000925,,,,,,,,,0,
40.006,-73.994,frame_000926,,,,,,,,,0,
40.037,-73.963,frame_000927,,,,,,,,,0,
40.002,-73.998,frame_000928,,,,,,,,,0,
40.085,-73.915,frame_000929,,,,,,,,,0,
40.014,-73.986,frame_000930,,,,,,,,,0,
40.054,-73.946,frame_000931,,,,,,,,,0,
40.077,-73.923,frame_000932,,,,,,,,,0,
40.018,-73.982,frame_000933,,,,,,,,,0,
40.0,-74.0,frame_000934,,,,,,,,,0,
40.072,-73.928,frame_000935,,,,,,,,,0,
40.004,-73.996,frame_000936,,,,,,,,,0,
40.063,-73.937,frame_000937,,,,,,,,,0,
40.091,-73.909,frame_000938,,,,,,,,,0,
40.062,-73.938,frame_000939,,,,,,,,,0,
40.074,-73.926,frame_000940,,,,,,,,,0,
40.011,-73.989,frame_000941,,,,,,,,,0,
40.033,-73.967,frame_000942,,,,,,,,,0,
40.006,-73.994,frame_000943,,,,,,,,,0,
40.084,-73.916,frame_000944,,,,,,,,,0,
40.053,-73.947,frame_000945,,,,,,,,,0,
40.003,-73.997,frame_000946,,,,,,,,,0,
40.055,-73.945,frame_000947,,,,,,,,,0,
40.074,-73.926,frame_000948,,,,,,,,,0,
40.072,-73.928,frame_000949,,,,,,,,,0,
40.083,-73.917,frame_000950,,,,,,,,,0,
40.019,-73.981,frame_000951,,,,,,,,,0,
40.087,-73.913,frame_000952,,,,,,,,,0,
40.017,-73.983,frame_000953,Yes,Yes,,,,,,,0,
40.017,-73.983,frame_000954,,,,,,,,,0,
40.031,-73.969,frame_000955,Yes,,,Yes,,,,D,0,
40.072,-73.928,frame_000956,,,,,,,,,0,
40.027,-73.973,frame_000957,,,,,,,,,0,
40.003,-73.997,frame_000958,,,,,,,,,0,
40.024,-73.976,frame_000959,,,,,,,,,0,
40.093,-73.907,frame_000960,,,,,,,,,0,
40.043,-73.957,frame_000961,,,,,,,,,0,
40.006,-73.994,frame_000962,,,,,,,,,0,
40.074,-73.926,frame_000963,,,,,,,,,0,
40.032,-73.968,frame_000964,,,,,,,,,0,
40.077,-73.923,frame_000965,,,,,,,,,0,
40.062,-73.938,frame_000966,,,,,,,,,0,
40.059,-73.941,frame_000967,,,,,,,,,0,
40.062,-73.938,frame_000968,,,,,,,,,0,
40.051,-73.949,frame_000969,,,,,,,,,0,
40.09,-73.91,frame_000970,,,,,,,,,0,
40.042,-73.958,frame_000971,Yes,,,Yes,,,,D,0,
40.077,-73.923,frame_000972,,,,,,,,,0,
40.088,-73.912,frame_000973,,,,,,,,,0,
40.037,-73.963,frame_000974,,,,,,,,,0,
40.068,-73.932,frame_000975,,,,,,,,,0,
40.029,-73.971,frame_000976,Yes,Yes,,,,,,,0,
40.004,-73.996,frame_000977,Yes,Yes,,Yes,,,,D,0,
40.0,-74.0,frame_000978,Yes,Yes,,,,,,,0,
40.05,-73.95,frame_000979,Yes,Yes,,,,,,,0,
40.077,-73.923,frame_000980,,,,,,,,,0,
40.004,-73.996,frame_000981,,,,,,,,,0,
40.085,-73.915,frame_000982,,,,,,,,,0,
40.068,-73.932,frame_000983,,,,,,,,,0,
40.071,-73.929,frame_000984,Yes,,,Yes,,,,D,0,
40.084,-73.916,frame_000985,,,,,,,,,0,
40.032,-73.968,frame_000986,,,,,,,,,0,
40.078,-73.922,frame_000987,,,,,,,,,0,
40.008,-73.992,frame_000988,Yes,,,Yes,,,,D,0,
40.082,-73.918,frame_000989,,,,,,,,,0,
40.05,-73.95,frame_000990,,,,,,,,,0,
40.006,-73.994,frame_000991,,,,,,,,,0,
40.092,-73.908,frame_000992,,,,,,,,,0,
40.041,-73.959,frame_000993,,,,,,,,,0,
40.063,-73.937,frame_000994,Yes,,,Yes,,,,D,0,
40.074,-73.926,frame_000995,,,,,,,,,0,
40.032,-73.968,frame_000996,,,,,,,,,0,
40.006,-73.994,frame_000997,,,,,,,,,0,
40.046,-73.954,frame_000998,,,,,,,,,0,
40.05,-73.95,frame_000999,,,,,,,,,0,
40.005,-73.995,frame_001000,,,,,,,,,0,
40.05,-73.95,frame_001001,,,,,,,,,0,
40.087,-73.913,frame_001002,,,,,,,,,0,
40.077,-73.923,frame_001003,,,,,,,,,0,
40.089,-73.911,frame_001004,,,,,,,,,0,
40.008,-73.992,frame_001005,,,,,,,,,0,
40.04,-73.96,frame_001006,,,,,,,,,0,
40.093,-73.907,frame_001007,,,,,,,,,0,
40.088,-73.912,frame_001008,,,,,,,,,0,
40.016,-73.984,frame_001009,,,,,,,,,0,
40.092,-73.908,frame_001010,,,,,,,,,0,
40.051,-73.949,frame_001011,,,,,,,,,0,
40.019,-73.981,frame_001012,,,,,,,,,0,
40.008,-73.992,frame_001013,,,,,,,,,0,
40.039,-73.961,frame_001014,,,,,,,,,0,
40.077,-73.923,frame_001015,,,,,,,,,0,
40.097,-73.903,frame_001016,,,,,,,,,0,
40.071,-73.929,frame_001017,,,,,,,,,0,
40.024,-73.976,frame_001018,,,,,,,,,0,
40.063,-73.937,frame_001019,,,,,,,,,0,
40.027,-73.973,frame_001020,,,,,,,,,0,
40.034,-73.966,frame_001021,,,,,,,,,0,
40.08,-73.92,frame_001022,,,,,,,,,0,
40.017,-73.983,frame_001023,,,,,,,,,0,
40.071,-73.929,frame_001024,,,,,,,,,0,
40.055,-73.945,frame_001025,,,,,,,,,0,
40.037,-73.963,frame_001026,,,,,,,,,0,
40.069,-73.931,frame_001027,,,,,,,,,0,
40.033,-73.967,frame_001028,,,,,,,,,0,
40.076,-73.924,frame_001029,,,,,,,,,0,
40.0,-74.0,frame_001030,,,,,,,,,0,
40.068,-73.932,frame_001031,,,,,,,,,0,
40.057,-73.943,frame_001032,,,,,,,,,0,
40.015,-73.985,frame_001033,,,,,,,,,0,
40.055,-73.945,frame_001034,,,,,,,,,0,
40.026,-73.974,frame_001035,,,,,,,,,0,
40.091,-73.909,frame_001036,,,,,,,,,0,
40.065,-73.935,frame_001037,,,,,,,,,0,
40.021,-73.979,frame_001038,,,,,,,,,0,
40.085,-73.915,frame_001039,,,,,,,,,0,
40.029,-73.971,frame_001040,,,,,,,,,0,
40.075,-73.925,frame_001041,,,,,,,,,0,
40.091,-73.909,frame_001042,,,,,,,,,0,
40.047,-73.953,frame_001043,,,,,,,,,0,
40.009,-73.991,frame_001044,,,,,,,,,0,
40.089,-73.911,frame_001045,,,,,,,,,0,
40.098,-73.902,frame_001046,,,,,,,,,0,
40.067,-73.933,frame_001047,,,,,,,,,0,
40.04,-73.96,frame_001048,,,,,,,,,0,
40.08,-73.92,frame_001049,,,,,,,,,0,
40.039,-73.961,frame_001050,,,,,,,,,0,
40.089,-73.911,frame_001051,,,,,,,,,0,
40.099,-73.901,frame_001052,,,,,,,,,0,
40.033,-73.967,frame_001053,,,,,,,,,0,
40.022,-73.978,frame_001054,,,,,,,,,0,
